epoch,lr,lr-AdamW,step,train_iou_bedrock,train_iou_big_rock,train_iou_sand,train_iou_soil,train_loss,train_miou,val_iou_bedrock,val_iou_big_rock,val_iou_sand,val_iou_soil,val_loss,val_miou
,,0.0003,0,,,,,,,,,,,,
0,,,1606,,,,,,,0.7714501023292542,0.10587058216333389,0.5620640516281128,0.7353597283363342,1.187978982925415,0.5436861515045166
0,0.00029970399918965995,,1606,0.5903321504592896,0.06474971771240234,0.3310328423976898,0.4821983277797699,1.5519733428955078,0.3670782744884491,,,,,,
,,0.0002997040092642407,1607,,,,,,,,,,,,
1,,,3213,,,,,,,0.7744709849357605,0.1515088975429535,0.5407770276069641,0.789566159248352,1.0384128093719482,0.5640807151794434
1,0.0002988172054756433,,3213,0.7473448514938354,0.12509150803089142,0.5387113690376282,0.7071473598480225,1.1161597967147827,0.5295737981796265,,,,,,
,,0.0002988172051971717,3214,,,,,,,,,,,,
2,,,4820,,,,,,,0.8528827428817749,0.21559855341911316,0.6417321562767029,0.8157110214233398,1.0261906385421753,0.6314811110496521
2,0.0002973430964630097,,4820,0.7950007915496826,0.17112721502780914,0.5921172499656677,0.7605978846549988,0.9775592684745789,0.5797107815742493,,,,,,
,,0.0002973430876093033,4821,,,,,,,,,,,,
3,,,6427,,,,,,,0.8686695098876953,0.24168556928634644,0.6908655762672424,0.840834379196167,0.8653643131256104,0.6605137586593628
3,0.00029528746381402016,,6427,0.8203800916671753,0.20578326284885406,0.6270071268081665,0.7865591645240784,0.9051363468170166,0.6099324226379395,,,,,,
,,0.00029528747416929463,6428,,,,,,,,,,,,
4,,,8034,,,,,,,0.8637805581092834,0.21675170958042145,0.6980243921279907,0.8528618812561035,0.7906061410903931,0.6578546166419983
4,0.00029265848570503294,,8034,0.834686815738678,0.2124052345752716,0.6543630361557007,0.8067753911018372,0.853629469871521,0.6270576119422913,,,,,,
,,0.00029265847744427303,8035,,,,,,,,,,,,
5,,,9641,,,,,,,0.8759123682975769,0.23124586045742035,0.7214721441268921,0.8601037859916687,0.8719375133514404,0.6721835136413574
5,0.00028946646489202976,,9641,0.8454757928848267,0.22419971227645874,0.6787538528442383,0.8186337351799011,0.8209665417671204,0.6417657732963562,,,,,,
,,0.0002894664728832377,9642,,,,,,,,,,,,
6,,,11248,,,,,,,0.8802050352096558,0.30940356850624084,0.7373639941215515,0.8694157600402832,0.7873135209083557,0.6990970969200134
6,0.0002857240615412593,,11248,0.8514148592948914,0.24532672762870789,0.6932767033576965,0.8252736330032349,0.7879077196121216,0.6538229584693909,,,,,,
,,0.000285724057869903,11249,,,,,,,,,,,,
7,,,12855,,,,,,,0.8934192657470703,0.2673453986644745,0.7535967826843262,0.8812585473060608,0.8373948931694031,0.6989049911499023
7,0.00028144600219093263,,12855,0.8603731393814087,0.2520754337310791,0.7175611853599548,0.8366301655769348,0.7613234519958496,0.6666600108146667,,,,,,
,,0.00028144600200657956,12856,,,,,,,,,,,,
8,,,14462,,,,,,,0.8923981785774231,0.321903258562088,0.7411559224128723,0.8829042315483093,0.7444402575492859,0.7095904350280762
8,0.00027664919616654515,,14462,0.862617552280426,0.2713848948478699,0.7200065851211548,0.8402841687202454,0.7396948933601379,0.6735733151435852,,,,,,
,,0.0002766491888253023,14463,,,,,,,,,,,,
9,,,16069,,,,,,,0.8761447668075562,0.31946632266044617,0.7594238519668579,0.8715322613716125,0.7170448303222656,0.7066417932510376
9,0.00027135256095789373,,16069,0.8718603849411011,0.2710423171520233,0.7378246784210205,0.8513656854629517,0.7232176065444946,0.6830232739448547,,,,,,
,,0.00027135254915624217,16070,,,,,,,,,,,,
10,,,17676,,,,,,,0.8997878432273865,0.316739022731781,0.7781463861465454,0.8920445442199707,0.7370734810829163,0.7216794490814209
10,0.0002655769931152463,,17676,0.8764774203300476,0.28405240178108215,0.7522709965705872,0.8598272800445557,0.6998584270477295,0.6931570768356323,,,,,,
,,0.0002655769864163684,17677,,,,,,,,,,,,
11,,,19283,,,,,,,0.900589108467102,0.3222794234752655,0.781616747379303,0.8966801166534424,0.6472292542457581,0.72529137134552
11,0.0002593452809378505,,19283,0.8810535073280334,0.2940194010734558,0.762610912322998,0.8649551272392273,0.6817689538002014,0.7006597518920898,,,,,,
,,0.0002593452941132117,19284,,,,,,,,,,,,
12,,,20890,,,,,,,0.8993855714797974,0.3144514560699463,0.737721860408783,0.8809189796447754,0.7005513310432434,0.7081195116043091
12,0.0002526820753701031,,20890,0.885333240032196,0.3036935329437256,0.766113817691803,0.8683134317398071,0.6658213138580322,0.7058634757995605,,,,,,
,,0.0002526820658893033,20891,,,,,,,,,,,,
13,,,22497,,,,,,,0.8998377323150635,0.3452695310115814,0.7868968844413757,0.8981082439422607,0.6538470387458801,0.7325280904769897
13,0.00024561359896324575,,22497,0.8888784646987915,0.3175851106643677,0.7774946093559265,0.8747298717498779,0.6545608043670654,0.7146719694137573,,,,,,
,,0.0002456135984623034,22498,,,,,,,,,,,,
14,,,24104,,,,,,,0.8879297971725464,0.3252178430557251,0.7933488488197327,0.8865631818771362,0.6740206480026245,0.7232649326324463
14,0.00023816779139451683,,24104,0.891189694404602,0.32307443022727966,0.7783573269844055,0.8771183490753174,0.6349173188209534,0.7174349427223206,,,,,,
,,0.00023816778784387096,24105,,,,,,,,,,,,
15,,,25711,,,,,,,0.7742795348167419,0.19555403292179108,0.7633320689201355,0.8326258659362793,0.7316775918006897,0.641447901725769
15,0.0002303740184288472,,25711,0.8942528963088989,0.33809641003608704,0.783970832824707,0.8797797560691833,0.6297945380210876,0.7240249514579773,,,,,,
,,0.00023037401924684944,25712,,,,,,,,,,,,
16,,,27318,,,,,,,0.8359832763671875,0.2879013419151306,0.7814331650733948,0.8538048267364502,0.6986367702484131,0.6897806525230408
16,0.00022226305736694485,,27318,0.8989839553833008,0.3248380422592163,0.7942823767662048,0.8894255757331848,0.6144115328788757,0.7268824577331543,,,,,,
,,0.00022226305111525726,27319,,,,,,,,,,,,
17,,,28925,,,,,,,0.8872247934341431,0.35552462935447693,0.7719239592552185,0.8922690153121948,0.676091730594635,0.7267355918884277
