epoch,lr,lr-AdamW,step,train_iou_bedrock,train_iou_big_rock,train_iou_sand,train_iou_soil,train_loss,train_miou,val_iou_bedrock,val_iou_big_rock,val_iou_sand,val_iou_soil,val_loss,val_miou
,,0.0003,0,,,,,,,,,,,,
0,,,1606,,,,,,,0.688583493232727,0.0,0.4863200783729553,0.6400787234306335,1.3117480278015137,0.4537455439567566
0,0.00029970399918965995,,1606,0.6010041832923889,0.0,0.4569818079471588,0.5192598104476929,1.5018366575241089,0.39431145787239075,,,,,,
,,0.0002997040092642407,1607,,,,,,,,,,,,
1,,,3213,,,,,,,0.7018938660621643,0.08563606441020966,0.4657285511493683,0.6698049306869507,1.2076252698898315,0.4807658791542053
1,0.0002988172054756433,,3213,0.6908250451087952,0.03438209742307663,0.5177622437477112,0.6290948390960693,1.2706079483032227,0.46801602840423584,,,,,,
,,0.0002988172051971717,3214,,,,,,,,,,,,
2,,,4820,,,,,,,0.7304837703704834,0.12993551790714264,0.5982052087783813,0.6510653495788574,1.1836824417114258,0.5274224281311035
2,0.0002973430964630097,,4820,0.7025001049041748,0.08297132700681686,0.5454996824264526,0.6669447422027588,1.1904577016830444,0.4994789659976959,,,,,,
,,0.0002973430876093033,4821,,,,,,,,,,,,
3,,,6427,,,,,,,0.7757490277290344,0.12168628722429276,0.6344413161277771,0.7566312551498413,1.0489709377288818,0.5721269845962524
3,0.00029528746381402016,,6427,0.7145332098007202,0.09117624908685684,0.5656536817550659,0.686558723449707,1.1434550285339355,0.514480471611023,,,,,,
,,0.00029528747416929463,6428,,,,,,,,,,,,
4,,,8034,,,,,,,0.7661483883857727,0.15414567291736603,0.6270820498466492,0.7534182667732239,1.0049554109573364,0.5751985907554626
4,0.00029265848570503294,,8034,0.727418839931488,0.1016392633318901,0.5810761451721191,0.70556640625,1.1037452220916748,0.5289251804351807,,,,,,
,,0.00029265847744427303,8035,,,,,,,,,,,,
5,,,9641,,,,,,,0.7203023433685303,0.08756260573863983,0.5613018274307251,0.6981281638145447,1.1089236736297607,0.5168237686157227
5,0.00028946646489202976,,9641,0.7379044890403748,0.1042691171169281,0.5901920199394226,0.7200520038604736,1.07517409324646,0.5381044149398804,,,,,,
,,0.0002894664728832377,9642,,,,,,,,,,,,
6,,,11248,,,,,,,0.7596471905708313,0.15047870576381683,0.6502079367637634,0.7575392723083496,0.9955922365188599,0.5794682502746582
6,0.0002857240615412593,,11248,0.7504620552062988,0.11023186892271042,0.6032915711402893,0.7341634631156921,1.0406243801116943,0.5495372414588928,,,,,,
,,0.000285724057869903,11249,,,,,,,,,,,,
7,,,12855,,,,,,,0.7909750938415527,0.11414790898561478,0.6445614099502563,0.7739817500114441,1.0010874271392822,0.5809165239334106
7,0.00028144600219093263,,12855,0.752788782119751,0.11258653551340103,0.604822039604187,0.7377312779426575,1.0347843170166016,0.5519821643829346,,,,,,
,,0.00028144600200657956,12856,,,,,,,,,,,,
8,,,14462,,,,,,,0.7729811668395996,0.1701238453388214,0.6453809142112732,0.7665165066719055,0.9594296216964722,0.5887506008148193
8,0.00027664919616654515,,14462,0.7582817077636719,0.11781911551952362,0.6094384789466858,0.7440498471260071,1.0196795463562012,0.5573972463607788,,,,,,
,,0.0002766491888253023,14463,,,,,,,,,,,,
9,,,16069,,,,,,,0.7316133379936218,0.11120067536830902,0.6450758576393127,0.7629156708717346,0.9854007959365845,0.562701404094696
9,0.00027135256095789373,,16069,0.7658265829086304,0.11999568343162537,0.6193821430206299,0.7522704601287842,0.9947587251663208,0.564368724822998,,,,,,
,,0.00027135254915624217,16070,,,,,,,,,,,,
10,,,17676,,,,,,,0.7564536929130554,0.15358564257621765,0.6061649918556213,0.7501092553138733,0.9430781602859497,0.5665783882141113
10,0.0002655769931152463,,17676,0.7664154171943665,0.12050556391477585,0.6237010359764099,0.7551959156990051,0.9923915863037109,0.5664544701576233,,,,,,
,,0.0002655769864163684,17677,,,,,,,,,,,,
11,,,19283,,,,,,,0.7810841202735901,0.1785898655653,0.6307781934738159,0.7834659814834595,0.9570578336715698,0.593479573726654
11,0.0002593452809378505,,19283,0.770663857460022,0.12310410290956497,0.6295725107192993,0.7598447203636169,0.983269989490509,0.5707962512969971,,,,,,
,,0.0002593452941132117,19284,,,,,,,,,,,,
12,,,20890,,,,,,,0.7960928082466125,0.14966464042663574,0.6553782820701599,0.7580133676528931,1.0467510223388672,0.5897873044013977
12,0.0002526820753701031,,20890,0.7720279097557068,0.12403656542301178,0.634005069732666,0.7631980180740356,0.9683652520179749,0.5733168721199036,,,,,,
,,0.0002526820658893033,20891,,,,,,,,,,,,
13,,,22497,,,,,,,0.7488583326339722,0.1082737147808075,0.6477744579315186,0.7597430944442749,0.9482137560844421,0.5661624073982239
13,0.00024561359896324575,,22497,0.7763240337371826,0.12869161367416382,0.6428602933883667,0.7694737911224365,0.9515116810798645,0.5793374180793762,,,,,,
,,0.0002456135984623034,22498,,,,,,,,,,,,
14,,,24104,,,,,,,0.7454931139945984,0.1575831174850464,0.6121252775192261,0.780025839805603,0.9197637438774109,0.5738068222999573
14,0.00023816779139451683,,24104,0.7791159152984619,0.13260842859745026,0.6456154584884644,0.7690239548683167,0.9459795355796814,0.5815908908843994,,,,,,
,,0.00023816778784387096,24105,,,,,,,,,,,,
15,,,25711,,,,,,,0.7632709741592407,0.17468944191932678,0.6082861423492432,0.7907788157463074,0.8980720043182373,0.5842562913894653
15,0.0002303740184288472,,25711,0.7818816304206848,0.1338079869747162,0.6477779150009155,0.7729309797286987,0.9376282095909119,0.5840996503829956,,,,,,
,,0.00023037401924684944,25712,,,,,,,,,,,,
16,,,27318,,,,,,,0.7817617058753967,0.17144909501075745,0.6502212285995483,0.7867560386657715,0.9059043526649475,0.5975469946861267
16,0.00022226305736694485,,27318,0.785265326499939,0.13512685894966125,0.6569492816925049,0.777421236038208,0.9299514293670654,0.5886906385421753,,,,,,
,,0.00022226305111525726,27319,,,,,,,,,,,,
17,,,28925,,,,,,,0.7921220064163208,0.1455388069152832,0.6778848171234131,0.7911284565925598,0.894242525100708,0.6016685366630554
17,0.00021386689331848174,,28925,0.7874176502227783,0.13892799615859985,0.657819926738739,0.7799919843673706,0.9218318462371826,0.5910394191741943,,,,,,
,,0.00021386689373476087,28926,,,,,,,,,,,,
18,,,30532,,,,,,,0.7946842312812805,0.16611064970493317,0.6953690648078918,0.7869933247566223,0.880328893661499,0.6107892990112305
18,0.00020521869009826332,,30532,0.788506269454956,0.14462414383888245,0.6585780382156372,0.7802401781082153,0.9153950810432434,0.5929871797561646,,,,,,
,,0.00020521868290270169,30533,,,,,,,,,,,,
19,,,32139,,,,,,,0.801334798336029,0.18656742572784424,0.6625201106071472,0.8017874360084534,0.9066598415374756,0.6130524277687073
19,0.00019635254284366965,,32139,0.7898041605949402,0.14254213869571686,0.6624729037284851,0.7811843156814575,0.9099245667457581,0.5940008759498596,,,,,,
,,0.00019635254915624208,32140,,,,,,,,,,,,
20,,,33746,,,,,,,0.7991894483566284,0.19663503766059875,0.6535840034484863,0.8010721802711487,0.8893482089042664,0.6126201748847961
20,0.0001873034780146554,,33746,0.7923216223716736,0.14458028972148895,0.6675412058830261,0.7850208282470703,0.9054692387580872,0.5973659753799438,,,,,,
,,0.00018730348307472816,33747,,,,,,,,,,,,
21,,,35353,,,,,,,0.7972793579101562,0.2019227147102356,0.6841046214103699,0.799505889415741,0.878067672252655,0.6207031607627869
21,0.00017810719145927578,,35353,0.7940873503684998,0.14683131873607635,0.6670072674751282,0.7881746888160706,0.9011557102203369,0.5990251302719116,,,,,,
,,0.00017810719718785867,35354,,,,,,,,,,,,
22,,,36960,,,,,,,0.8061216473579407,0.1940474808216095,0.6804539561271667,0.7884843945503235,0.876102864742279,0.6172769069671631
22,0.00016879999020602554,,36960,0.7949044704437256,0.14818300306797028,0.6744064092636108,0.7892593741416931,0.8950809836387634,0.6016883254051208,,,,,,
,,0.00016879998503464564,36961,,,,,,,,,,,,
23,,,38567,,,,,,,0.7874214053153992,0.1704687625169754,0.6608892679214478,0.7951720952987671,0.8750758171081543,0.6034878492355347
23,0.00015941857418511063,,38567,0.7957708835601807,0.14752909541130066,0.6744722127914429,0.7899377942085266,0.8877522349357605,0.6019275188446045,,,,,,
,,0.000159418577929397,38568,,,,,,,,,,,,
24,,,40174,,,,,,,0.8043256402015686,0.19265446066856384,0.6810475587844849,0.7926786541938782,0.8627588748931885,0.6176766157150269
24,0.0001500000071246177,,40174,0.7978292107582092,0.15536703169345856,0.6741433143615723,0.7902126312255859,0.8874449729919434,0.6043879985809326,,,,,,
,,0.00015,40175,,,,,,,,,,,,
25,,,41781,,,,,,,0.7917966842651367,0.15427811443805695,0.686223566532135,0.7946823835372925,0.8691632747650146,0.606745183467865
25,0.00014058142551220953,,41781,0.7985138297080994,0.15703745186328888,0.6799494624137878,0.7920182347297668,0.8722548484802246,0.606879711151123,,,,,,
,,0.000140581422070603,41782,,,,,,,,,,,,
26,,,43388,,,,,,,0.7999776601791382,0.2012651413679123,0.6604345440864563,0.7955480217933655,0.8514465689659119,0.6143063306808472
26,0.00013120000949129462,,43388,0.800885796546936,0.15523408353328705,0.682084858417511,0.7953778505325317,0.8730642795562744,0.6083956360816956,,,,,,
,,0.00013120001496535436,43389,,,,,,,,,,,,
27,,,44995,,,,,,,0.8106461763381958,0.20223870873451233,0.7186988592147827,0.800765335559845,0.8520172834396362,0.6330872774124146
27,0.00012189280096208677,,44995,0.8006160855293274,0.15534351766109467,0.6845743656158447,0.7960780262947083,0.8696685433387756,0.6091530323028564,,,,,,
,,0.0001218928028121413,44996,,,,,,,,,,,,
28,,,46602,,,,,,,0.7875310182571411,0.1940942108631134,0.6509287357330322,0.8023301959037781,0.846520721912384,0.6087210178375244
28,0.00011269651440670714,,46602,0.8038257956504822,0.15964928269386292,0.6879655718803406,0.7979472875595093,0.8623259663581848,0.6123470067977905,,,,,,
,,0.00011269651692527177,46603,,,,,,,,,,,,
29,,,48209,,,,,,,0.8011515736579895,0.1984224021434784,0.6773391962051392,0.7953398823738098,0.8496602773666382,0.6180632710456848
29,0.0001036474495776929,,48209,0.8039388060569763,0.15850667655467987,0.684877336025238,0.7977799773216248,0.8695671558380127,0.6112756729125977,,,,,,
,,0.00010364745084375793,48210,,,,,,,,,,,,
30,,,49816,,,,,,,0.8144694566726685,0.2073558270931244,0.7022628784179688,0.8124808073043823,0.8274813294410706,0.634142279624939
30,9.478131687501445e-05,,49816,0.8048610091209412,0.16519398987293243,0.6940619945526123,0.7999613881111145,0.853375256061554,0.616019606590271,,,,,,
,,9.478131709729836e-05,49817,,,,,,,,,,,,
31,,,51423,,,,,,,0.8009344339370728,0.19410602748394012,0.6778033375740051,0.813176155090332,0.8350000977516174,0.6215050220489502
31,8.613310637883842e-05,,51423,0.8066644668579102,0.16385415196418762,0.6930114030838013,0.8015149831771851,0.8520309329032898,0.6162612438201904,,,,,,
,,8.61331062652391e-05,51424,,,,,,,,,,,,
