epoch,lr,lr-AdamW,step,train_iou_bedrock,train_iou_big_rock,train_iou_sand,train_iou_soil,train_loss,train_miou,val_iou_bedrock,val_iou_big_rock,val_iou_sand,val_iou_soil,val_loss,val_miou
,,0.0003,0,,,,,,,,,,,,
0,,,1606,,,,,,,0.8991518020629883,0.3430910110473633,0.8294237852096558,0.8937841653823853,0.6211272478103638,0.7413626909255981
0,0.00029970399918965995,,1606,0.84837406873703,0.2001493126153946,0.688844621181488,0.8328349590301514,0.8131504058837891,0.6425507664680481,,,,,,
,,0.0002997040092642407,1607,,,,,,,,,,,,
1,,,3213,,,,,,,0.9142743349075317,0.35456398129463196,0.8239419460296631,0.9195026159286499,0.66263747215271,0.7530707120895386
1,0.0002988172054756433,,3213,0.8991326093673706,0.29989293217658997,0.7933169603347778,0.8916952610015869,0.6387838125228882,0.7210094332695007,,,,,,
,,0.0002988172051971717,3214,,,,,,,,,,,,
2,,,4820,,,,,,,0.926084578037262,0.44034141302108765,0.8720048069953918,0.9282732009887695,0.515575647354126,0.7916759848594666
2,0.0002973430964630097,,4820,0.9137961268424988,0.3683687448501587,0.8299794793128967,0.90616375207901,0.5677936673164368,0.7545770406723022,,,,,,
,,0.0002973430876093033,4821,,,,,,,,,,,,
3,,,6427,,,,,,,0.9090957641601562,0.3203600347042084,0.7955755591392517,0.9202815294265747,0.4817168116569519,0.7363282442092896
3,0.00029528746381402016,,6427,0.9207220077514648,0.4139603078365326,0.8392653465270996,0.9140548706054688,0.5431392788887024,0.7720006704330444,,,,,,
,,0.00029528747416929463,6428,,,,,,,,,,,,
4,,,8034,,,,,,,0.9308353066444397,0.4525332748889923,0.8636752963066101,0.9386353492736816,0.4702966511249542,0.7964197993278503
4,0.00029265848570503294,,8034,0.9262241721153259,0.4715157151222229,0.8508947491645813,0.9214920401573181,0.4971283972263336,0.7925316691398621,,,,,,
,,0.00029265847744427303,8035,,,,,,,,,,,,
5,,,9641,,,,,,,0.9165682792663574,0.4458213746547699,0.8105932474136353,0.9405133128166199,0.511556088924408,0.7783740758895874
5,0.00028946646489202976,,9641,0.9332687854766846,0.48870545625686646,0.8576782941818237,0.9273762702941895,0.47426795959472656,0.8017572164535522,,,,,,
,,0.0002894664728832377,9642,,,,,,,,,,,,
6,,,11248,,,,,,,0.94679194688797,0.5232846736907959,0.8836236596107483,0.9489810466766357,0.48158299922943115,0.8256703019142151
6,0.0002857240615412593,,11248,0.9353231191635132,0.5299217700958252,0.863463282585144,0.928881824016571,0.46267473697662354,0.8143974542617798,,,,,,
