epoch,lr,lr-AdamW,step,train_iou_bedrock,train_iou_big_rock,train_iou_sand,train_iou_soil,train_loss,train_miou,val_iou_bedrock,val_iou_big_rock,val_iou_sand,val_iou_soil,val_loss,val_miou
,,0.0003,0,,,,,,,,,,,,
0,,,1606,,,,,,,0.7434402704238892,0.09569289535284042,0.37119269371032715,0.6341758370399475,1.3161360025405884,0.4611254334449768
0,0.00029970399918965995,,1606,0.5834634304046631,0.05237360671162605,0.3032093942165375,0.46554651856422424,1.6166722774505615,0.35114824771881104,,,,,,
,,0.0002997040092642407,1607,,,,,,,,,,,,
1,,,3213,,,,,,,0.768945574760437,0.17684707045555115,0.49778515100479126,0.7631438374519348,1.030258297920227,0.5516804456710815
1,0.0002988172054756433,,3213,0.720017671585083,0.10973982512950897,0.4606083929538727,0.6505372524261475,1.2406469583511353,0.4852257966995239,,,,,,
,,0.0002988172051971717,3214,,,,,,,,,,,,
2,,,4820,,,,,,,0.8135500550270081,0.14426997303962708,0.6090312600135803,0.8118062019348145,0.9353192448616028,0.5946643352508545
2,0.0002973430964630097,,4820,0.7717645168304443,0.15268206596374512,0.5488256216049194,0.717555046081543,1.0516560077667236,0.5477068424224854,,,,,,
,,0.0002973430876093033,4821,,,,,,,,,,,,
3,,,6427,,,,,,,0.8552208542823792,0.2129979431629181,0.6627053618431091,0.8332703709602356,0.811194658279419,0.6410486698150635
3,0.00029528746381402016,,6427,0.7992511987686157,0.17790544033050537,0.5906090140342712,0.7608707547187805,0.9706550240516663,0.5821591019630432,,,,,,
,,0.00029528747416929463,6428,,,,,,,,,,,,
4,,,8034,,,,,,,0.803087592124939,0.14062289893627167,0.6321884393692017,0.7945834994316101,0.9538283348083496,0.5926206111907959
4,0.00029265848570503294,,8034,0.818239688873291,0.19843511283397675,0.6283335089683533,0.7858626842498779,0.9099066853523254,0.607717752456665,,,,,,
,,0.00029265847744427303,8035,,,,,,,,,,,,
5,,,9641,,,,,,,0.8583310842514038,0.27548468112945557,0.6957914233207703,0.8440765142440796,0.8314000964164734,0.6684209108352661
5,0.00028946646489202976,,9641,0.8285478949546814,0.21199624240398407,0.6470344662666321,0.8004316091537476,0.8717284202575684,0.6220025420188904,,,,,,
,,0.0002894664728832377,9642,,,,,,,,,,,,
6,,,11248,,,,,,,0.8678742051124573,0.26415443420410156,0.6998645663261414,0.867505669593811,0.7611811757087708,0.6748497486114502
6,0.0002857240615412593,,11248,0.8381189703941345,0.2302115112543106,0.6650396585464478,0.8102721571922302,0.8293599486351013,0.6359105706214905,,,,,,
,,0.000285724057869903,11249,,,,,,,,,,,,
7,,,12855,,,,,,,0.8867214918136597,0.29798269271850586,0.7402626276016235,0.8732370138168335,0.7922576069831848,0.699550986289978
7,0.00028144600219093263,,12855,0.8496024012565613,0.2456236481666565,0.6848233938217163,0.8234524726867676,0.8001461029052734,0.6508755087852478,,,,,,
,,0.00028144600200657956,12856,,,,,,,,,,,,
8,,,14462,,,,,,,0.8855744004249573,0.2999999523162842,0.7182647585868835,0.8702454566955566,0.8159065246582031,0.6935211420059204
8,0.00027664919616654515,,14462,0.8550599217414856,0.2689931094646454,0.6915727853775024,0.8288280963897705,0.7791581749916077,0.6611135005950928,,,,,,
,,0.0002766491888253023,14463,,,,,,,,,,,,
9,,,16069,,,,,,,0.8686056733131409,0.276334673166275,0.7230529189109802,0.8575798869132996,0.8727942109107971,0.6813932657241821
9,0.00027135256095789373,,16069,0.8651597499847412,0.2706542909145355,0.7117616534233093,0.8390673995018005,0.7479490041732788,0.6716607809066772,,,,,,
,,0.00027135254915624217,16070,,,,,,,,,,,,
