epoch,lr,lr-AdamW,step,train_iou_bedrock,train_iou_big_rock,train_iou_sand,train_iou_soil,train_loss,train_miou,val_iou_bedrock,val_iou_big_rock,val_iou_sand,val_iou_soil,val_loss,val_miou
,,0.0003,0,,,,,,,,,,,,
0,,,1606,,,,,,,0.5501934885978699,0.12607482075691223,0.026436004787683487,0.5433875322341919,2.5020861625671387,0.3115229606628418
0,0.00029970399918965995,,1606,0.6605952978134155,0.10083617269992828,0.45696479082107544,0.5896406769752502,1.3221733570098877,0.45200926065444946,,,,,,
,,0.0002997040092642407,1607,,,,,,,,,,,,
1,,,3213,,,,,,,0.826859712600708,0.16486336290836334,0.5583732724189758,0.8077561259269714,0.9797358512878418,0.5894631147384644
1,0.0002988172054756433,,3213,0.7400699853897095,0.15720289945602417,0.5202833414077759,0.6890681982040405,1.1163922548294067,0.5266560912132263,,,,,,
,,0.0002988172051971717,3214,,,,,,,,,,,,
2,,,4820,,,,,,,0.8712227940559387,0.27607080340385437,0.6690484881401062,0.8478701710700989,0.8650166988372803,0.666053056716919
2,0.0002973430964630097,,4820,0.7757248878479004,0.17839698493480682,0.5775473117828369,0.7325288653373718,1.0125216245651245,0.5660495162010193,,,,,,
,,0.0002973430876093033,4821,,,,,,,,,,,,
3,,,6427,,,,,,,0.8611074090003967,0.2640504240989685,0.7142292857170105,0.8427817821502686,0.8516501784324646,0.6705422401428223
3,0.00029528746381402016,,6427,0.805432915687561,0.21290233731269836,0.6285454034805298,0.7674748301506042,0.9216083288192749,0.6035888195037842,,,,,,
,,0.00029528747416929463,6428,,,,,,,,,,,,
4,,,8034,,,,,,,0.7850854992866516,0.11364851146936417,0.6449331641197205,0.8118937015533447,0.9235409498214722,0.5888901948928833
4,0.00029265848570503294,,8034,0.8318376541137695,0.24106694757938385,0.6667879223823547,0.8031911253929138,0.8464666604995728,0.6357209086418152,,,,,,
,,0.00029265847744427303,8035,,,,,,,,,,,,
5,,,9641,,,,,,,0.7352617383003235,0.26228082180023193,0.38805708289146423,0.700299084186554,1.7499116659164429,0.5214747190475464
5,0.00028946646489202976,,9641,0.8537289500236511,0.24417002499103546,0.7010209560394287,0.8283831477165222,0.7853308916091919,0.6568257808685303,,,,,,
,,0.0002894664728832377,9642,,,,,,,,,,,,
