epoch,lr,lr-AdamW,step,train_iou_bedrock,train_iou_big_rock,train_iou_sand,train_iou_soil,train_loss,train_miou,val_iou_bedrock,val_iou_big_rock,val_iou_sand,val_iou_soil,val_loss,val_miou
,,0.0003,0,,,,,,,,,,,,
0,,,1606,,,,,,,0.7315456867218018,0.12258832901716232,0.35510239005088806,0.6986590027809143,1.6070364713668823,0.47697383165359497
0,0.00029970399918965995,,1606,0.644217312335968,0.08642483502626419,0.4412718713283539,0.5857334733009338,1.34989333152771,0.43941187858581543,,,,,,
,,0.0002997040092642407,1607,,,,,,,,,,,,
1,,,3213,,,,,,,0.7431650757789612,0.15160337090492249,0.17550891637802124,0.6459741592407227,1.7751139402389526,0.4290628731250763
1,0.0002988172054756433,,3213,0.739665687084198,0.14630703628063202,0.5155648589134216,0.6939907073974609,1.1252557039260864,0.5238820910453796,,,,,,
,,0.0002988172051971717,3214,,,,,,,,,,,,
2,,,4820,,,,,,,0.7230148911476135,0.1850310117006302,0.37873926758766174,0.714585542678833,1.1241159439086914,0.5003426671028137
2,0.0002973430964630097,,4820,0.7794840931892395,0.18692359328269958,0.5819255709648132,0.7381296753883362,1.0032848119735718,0.5716156959533691,,,,,,
,,0.0002973430876093033,4821,,,,,,,,,,,,
3,,,6427,,,,,,,0.8366061449050903,0.23738066852092743,0.714073657989502,0.8332818746566772,0.7802683711051941,0.6553356051445007
3,0.00029528746381402016,,6427,0.8079023361206055,0.20838770270347595,0.6270223259925842,0.7712343335151672,0.9256290197372437,0.603636622428894,,,,,,
,,0.00029528747416929463,6428,,,,,,,,,,,,
4,,,8034,,,,,,,0.8571305871009827,0.27305665612220764,0.6851423382759094,0.8582276105880737,0.7591644525527954,0.6683893203735352
4,0.00029265848570503294,,8034,0.8416733741760254,0.23232372105121613,0.6784281730651855,0.8127302527427673,0.8299879431724548,0.6412888765335083,,,,,,
,,0.00029265847744427303,8035,,,,,,,,,,,,
5,,,9641,,,,,,,0.8376463651657104,0.2649906575679779,0.6717545986175537,0.8338888883590698,0.8688241243362427,0.652070164680481
5,0.00028946646489202976,,9641,0.8550416231155396,0.26413053274154663,0.7038631439208984,0.8313328623771667,0.7656791806221008,0.6635920405387878,,,,,,
,,0.0002894664728832377,9642,,,,,,,,,,,,
6,,,11248,,,,,,,0.7208446860313416,0.14910763502120972,0.6847438216209412,0.7641022801399231,0.9910057187080383,0.5796996355056763
6,0.0002857240615412593,,11248,0.8691524267196655,0.2730090618133545,0.725099503993988,0.8507370948791504,0.7311191558837891,0.6794995069503784,,,,,,
,,0.000285724057869903,11249,,,,,,,,,,,,
7,,,12855,,,,,,,0.7439843416213989,0.1254357397556305,0.5755927562713623,0.8631437420845032,0.8364830613136292,0.5770391225814819
7,0.00028144600219093263,,12855,0.8795062303543091,0.29613959789276123,0.7498683333396912,0.8610564470291138,0.6996996998786926,0.6966426372528076,,,,,,
,,0.00028144600200657956,12856,,,,,,,,,,,,
8,,,14462,,,,,,,0.8369749188423157,0.3359561860561371,0.5014602541923523,0.8062528967857361,0.8855088949203491,0.6201610565185547
8,0.00027664919616654515,,14462,0.8886529803276062,0.31172850728034973,0.7774447798728943,0.8728057146072388,0.6506145000457764,0.7126579880714417,,,,,,
,,0.0002766491888253023,14463,,,,,,,,,,,,
9,,,16069,,,,,,,0.905148446559906,0.35608482360839844,0.8158864974975586,0.8991628885269165,0.5729416608810425,0.7440706491470337
9,0.00027135256095789373,,16069,0.8931947946548462,0.32895997166633606,0.7791886925697327,0.882847785949707,0.6335031390190125,0.7210478186607361,,,,,,
,,0.00027135254915624217,16070,,,,,,,,,,,,
10,,,17676,,,,,,,0.8617873191833496,0.238514244556427,0.6460177898406982,0.8810393214225769,0.7105154991149902,0.6568396687507629
10,0.0002655769931152463,,17676,0.8998392224311829,0.3433747887611389,0.7881793975830078,0.8875696659088135,0.609474778175354,0.7297407388687134,,,,,,
